tweet_id,tweet_text,tweet_created_at,user_id,user_name,user_screen_name,user_followers_count,user_profile_image
1918264841141194941,[Malaysia] Residents scramble as flash floods threaten homes in Siburan’s Taman Sentah Indah https://t.co/OGYQSvSoZB via #ClimateChange #ClimateCrisis #SevereWeather #Storm #Flood #TamanSentahIndah #Siburan #Sarawak #Malaysia,Fri May 02 11:22:32 +0000 2025,1675807236164050944,The Final Report,firehorse249791,268,https://pbs.twimg.com/profile_images/1688884320734228480/DSN4i4X4_normal.jpg
1918237836383551584,"【金马仑直冷甲最严重水灾】

金马仑直冷甲周四下午遭遇数小时暴雨侵袭，引发闪电水灾，共有114名居民受影响，其中，灾情最严重区的24名灾民，被安置在临时疏散中心。

#东方日报 #CameronHighlands #Banjir #BanjirKilat #Flood #FlashFlood https://t.co/2spygDSCLB",Fri May 02 09:35:13 +0000 2025,190596119,Oriental Daily 东方网,ODNMalaysia,52104,https://pbs.twimg.com/profile_images/1367755933099520002/B1QV285B_normal.jpg
1918219849496695146,"When PMX delivered his ""victory"" speech after the storm over the relocation of the Dewi Sri Pathrakaliamman Temple in Kuala Lumpur blew over, it might have been misunderstood by some quarters as a call to act aggressively against the minority ethnic group. https://t.co/FJ9IwYvxmS",Fri May 02 08:23:45 +0000 2025,1003393897,Focus Malaysia,FocusMalaysiaMY,5007,https://pbs.twimg.com/profile_images/1346035785644949510/p6B4XdJY_normal.jpg
1918186515739623562,"Sudirman Cup heartbreak: Malaysia bow out without Sze Fei-Izzuddin, Pearly-Thinaah seeing action

China storm to 3-0 quarter-final win as Malaysia’s campaign ends before their top men’s and women’s doubles pairs are fielded.

#SudirmanCup2025 
https://t.co/tmk2lRRxrh",Fri May 02 06:11:18 +0000 2025,1681325271750955008,Scoop,Scoopdotmy,4220,https://pbs.twimg.com/profile_images/1681326416330366978/3AFH0-Sz_normal.jpg
1918032267181461951,"Time for a big shout to @virtuals_io, team based in Malaysia that has envisioned a society of AI agents. Launched last autumn, took the crypto world by storm in a first AI supercycle that took #Virtual to 5$ and 5B FDV mcap.
Now sitting at 1.6$ and on the way straight up to a new",Thu May 01 19:58:22 +0000 2025,1449126541426823169,CryptoAngel,angelottibus,83,https://pbs.twimg.com/profile_images/1749430802595602432/S839o5WO_normal.jpg
1917925990552228349,Specific sikit sis.. tempat indoor terbuka.. jangan outdoor jeballl malaysia is hotttt.. raining n banjir pulakkk nowdaysss...,Thu May 01 12:56:04 +0000 2025,592771473,뉴우지🍚,wz_smile1122,323,https://pbs.twimg.com/profile_images/1491783072580501504/bXmZPj1I_normal.jpg
1917921475056619973,"@KirkegaardEmil Malaysia surprisingly lower than I knew, but this confirms the quality of the old axis powers who, as my history professor noticed: ""took on the world and almost won"".",Thu May 01 12:38:07 +0000 2025,1857175817362538496,Drew,ScalarStorm,35,https://pbs.twimg.com/profile_images/1857175878410571777/8hZyfrYf_normal.png
1917866124198449380,Injap tangki air rosak punca Menara Kinabalu ‘banjir’ #FMTNews #FMTBerita https://t.co/O45EuTylAP,Thu May 01 08:58:10 +0000 2025,102098902,Free Malaysia Today,fmtoday,639379,https://pbs.twimg.com/profile_images/1344518861350084611/WvU7Ou9Q_normal.jpg
1917859460963512541,"🏸#SudirmanCup2025
🇯🇵 #TeamJapan pulls off an epic comeback, topping Group C to storm into the QF.

🙌Olympic bronze medalists Nami Matsuyama/Chiharu Shida edged Pearly Tan/Thinaah Muralitharan🇲🇾 21-18, 18-21, 21-18 to seal a 3-2 thriller over Malaysia.

#Badminton #バドミントン https://t.co/bxV68mgWKR",Thu May 01 08:31:42 +0000 2025,866503271602679811,CGTN Sports Scene,CGTNSportsScene,10982,https://pbs.twimg.com/profile_images/1503012387800059912/V3-h5Yl1_normal.jpg
1917858161840775422,"AMARAN RIBUT PETIR 
(Dikeluarkan pada pukul 3:45 petang, 1 Mei 2025)

Sumber : @metmalaysia 

""Malaysia MADANI""

'Yang sahih di Berita RTM'

#RTM #BeritaRTM #MalaysiaMADANI #TaatSetia #Banjir https://t.co/J9UkWN4gKc",Thu May 01 08:26:32 +0000 2025,704725700,Berita RTM,beritartm,211742,https://pbs.twimg.com/profile_images/1916816008213622784/jXRo1MGX_normal.jpg
1917830266770579775,"Untuk perincian perkembangan ramalan cuaca semasa di seluruh negara.

Kita terus sahaja ke MetMalaysia bersama pegawainya, Ruzamin Pilus.

@mynadma
@APMtwiter
@jkmhq
@RTM_Malaysia
@JPenerangan

'Yang sahih di Berita RTM'

#RTM #BeritaRTM #MalaysiaMADANI #TaatSetia #Cuaca #Banjir https://t.co/kO24o3j5wY",Thu May 01 06:35:41 +0000 2025,704725700,Berita RTM,beritartm,211742,https://pbs.twimg.com/profile_images/1916816008213622784/jXRo1MGX_normal.jpg
1917745734209921516,ANUAR BISING PASAL RUMAH APA HAL PERKARA PERUMAHAN DI KERAJAAN PERPADUAN MADANI MALAYSIA BANJIR,Thu May 01 00:59:47 +0000 2025,1526256690840375296,MOHAMMAD ILHAM,MOHAMMADILHAMI5,50,https://pbs.twimg.com/profile_images/1596759761453662208/kDRosgxe_normal.jpg
1917565985944658253,"S&amp;P 500, Nasdaq futures fall ahead of data storm, megacap earnings #FMTNews #FMTBusiness
https://t.co/yYqeoNCYtp",Wed Apr 30 13:05:32 +0000 2025,102098902,Free Malaysia Today,fmtoday,639379,https://pbs.twimg.com/profile_images/1344518861350084611/WvU7Ou9Q_normal.jpg
